12837
52 9 21	Eliana Gonzalez
31 3 3	Eloise Walker
73 7 11	Gordon Tate
39 4 20	Martha Willis
26 6 18	Anya Reyes
81 3 3	Joe Blanton
83 7 22	Randee Wagner
8 4 15	Dwayne Wagner
28 11 21	See Flaherty
34 8 17	Andres Barth
54 1 0	Andrew Flynn
24 11 29	Kim Banks
89 10 7	Herma Stewart
57 1 19	Grace Drake
55 7 29	Ryan Hughes
87 10 25	Casey Sullivan
67 11 11	Jeni King
33 4 16	Johnathan Reddick
65 9 10	Zada Barber
33 2 5	Judith Lee
12 8 29	Andres Benton
44 0 2	Hsiu Harrison
12 2 3	Aida Garcia
60 8 15	Lillian Reid
61 7 12	Anna Buchanan
62 1 8	Natasha Vaughn
89 10 18	Timothy Copeland
61 10 7	Jacqueline Thomas
13 7 17	Eugenia Tackett
89 3 21	Hsiu Garcia
42 1 18	Susan Coleman
33 10 29	Kasie Lee
62 0 24	Inez Robinson
31 2 10	Jennifer Mccune
14 5 20	Andres Hindman
67 0 9	Candelaria McDonald
38 2 26	Betty Davis
15 3 4	Natasha Marsh
49 6 7	Candelaria Moore
36 1 25	Donald Nunez
89 9 20	Christopher Gonzalez
57 10 9	Tracy Alexander
44 2 7	Anna Ingram
49 1 14	Pamala Coleman
23 2 6	Frankie Morgan
66 11 13	Salvador Blanton
89 3 28	Karen Mitchell
40 4 18	Jean Price
72 4 4	Margaret Casey
16 9 15	Christine Bailey
9 4 19	Dexter Gray
21 11 8	Maryalice Price
43 0 16	Nicholas Duong
88 1 22	Levi Washington
53 7 0	Collen Gonzalez
22 4 6	Josphine Platt
34 4 19	Angelika Main
11 9 20	Lucia Graves
87 10 24	Ryan Bryant
18 9 16	Roger Hernandez
24 10 21	Tracy Holt
68 1 1	Jennifer Reed
78 4 8	Lonnie Harvey
84 10 18	Lillian Taylor
73 6 6	Irene King
47 4 7	Mary Jackson
69 3 14	Janet Peters
53 0 6	Clark Tackett
33 8 25	Dwayne Hubbard
20 9 2	Frankie Hutchings
47 11 18	Wanda Hale
22 10 16	Rufus Alvarado
81 11 29	Arthur McDonald
58 7 4	Janice Meyer
65 6 18	Karen Maier
61 9 6	Tammy Paul
19 1 18	Angie Moore
80 9 28	Annie Reddick
83 11 26	Cecil Anderson
75 6 7	Andrea Webb
54 9 21	Inez Coleman
25 7 30	Estelle McDaniel
61 10 4	Marie Ramirez
67 8 16	Natalie Sterling
29 4 24	Joe Hall
77 9 8	Bryant Holloway
59 3 15	Casey Carr
36 6 8	Sophia Paul
48 0 0	Margaret Stokes
14 2 16	Rebecca Tate
85 9 16	Kenneth Anderson
76 9 15	Margaret Roy
12 7 30	Bobby Bryant
44 2 8	Belinda Tate
77 11 22	Carl Thompson
32 8 1	Estelle Hale
18 11 6	Laura Benton
9 0 12	Wilson Drake
16 1 13	Fred Vargas
35 3 14	Anthony Harris
82 6 1	Belinda Carvalho
54 10 27	Ella Murphy
54 11 13	Ryan Smith
68 5 0	Maryalice Orosco
37 6 7	Laura Thompson
86 2 24	Brian Evans
84 11 9	Martin Aguilar
40 8 0	Delaine Ball
60 3 18	Jean Harrison
90 7 25	Roger Ruiz
71 6 9	Roy Payne
52 11 26	Wayne Thompson
81 11 3	Jean Johnson
70 2 4	Candelaria Whitworth
33 7 11	Ronald Mabry
25 0 26	Anthony Moody
55 7 14	Pamela Townsend
50 4 28	Angie Davis
26 10 4	Marjorie Ingram
24 8 30	Maria Shuman
66 8 13	Melissa Olvera
54 3 28	Mary Smith
25 9 18	Vera Fenton
54 6 16	Maryalice Lee
51 8 3	Dennis Aguilar
61 9 18	Kelly Johnson
43 1 29	Wade Mccune
83 6 22	Yuonne Weaver
20 4 28	Frankie Anderson
80 0 13	Christine Walters
82 2 18	Ernest Townsend
42 1 17	Jason Bennett
44 0 19	Jose Roberts
79 8 23	Charles Washington
35 1 10	Randee Vega
40 5 0	Doris Walters
11 8 18	Terrell Jackson
35 1 24	Anya Vega
27 2 28	Andrew Vargas
49 7 20	Patricia Huddleston
54 9 12	Wilmer Thompson
86 11 23	Joe Murphy
39 5 20	Eileen McDaniel
68 1 11	Melita Graves
68 1 22	Rachel Hill
90 3 26	Claudine Dunn
56 0 20	Barbara Vargas
82 9 16	Val Grantham
13 10 9	Zada Dunn
42 0 3	Jennifer Reid
35 6 10	Sherri Maier
47 1 11	Benjamin Freeman
52 7 5	Nelson Thompson
52 6 20	Lynn Mitchell
72 11 18	Casey Goodrich
85 9 1	Marion Vega
41 5 1	Aida Hale
58 3 17	Eliana Perry
39 3 13	Martha James
63 8 18	Jenifer Coleman
75 11 24	Herma Browne
38 3 24	Teresa Ball
73 4 5	Pamela Reed
15 4 19	Laura Lindsey
44 8 21	Steve Carr
90 3 23	Lindsay Sullivan
57 7 8	Ramiro Tackett
84 8 20	Rosie Tate
52 3 6	Kim Padilla
40 1 25	Collen Washington
38 6 2	Robin Simmons
29 2 12	Natalie Lee
9 9 29	Betty Hernandez
72 0 18	Myron Howard
28 9 20	Gordon Scott
35 9 16	Amanda Alvarado
10 10 13	Stasia Butler
36 2 13	Ryan Henderson
61 0 3	Lindsey Hubbard
63 0 3	Rose Barnes
68 11 14	Andrew Richardson
66 8 0	Julie Norman
26 6 30	Shanelle Maldonado
37 4 26	Mary Butler
17 1 27	Cecil Flaherty
75 2 9	Alan Barber
45 10 5	Terence Harrington
43 9 11	Carl Bailey
44 2 0	Rafael Thomas
34 6 13	Kasie Smith
38 5 26	Mary Vega
90 6 19	Maddie Dunn
42 4 28	Raymond Tackett
84 7 2	Rufus Freeman
56 3 22	Rose Thompson
15 4 28	Kelly Medina
20 6 14	Gary Moody
84 4 13	Jean Flowers
33 1 20	Aaron Baker
26 11 14	Belinda Reyes
80 0 2	Johnny Wilson
14 7 23	Ivan Lindsey
22 10 6	Gerard Main
72 11 23	Mary Flynn
59 11 25	Elijah Butler
75 11 19	Michael Hughes
32 2 14	Natalie Henderson
47 9 26	Oretha Wilson
9 9 9	Rebecca Young
65 6 17	Karrie Maier
78 3 22	Gordon Bailey
34 4 18	Clayton Whitworth
53 11 17	Wilson Gonzales
83 5 19	Barbara Coleman
52 9 15	Nicholas Bennett
28 9 11	Angelika Johnson
77 0 29	Val Cooper
14 2 12	Jackeline Smith
36 0 11	Max Moore
78 2 25	Sarah Collins
56 1 22	Nicholas Hutchings
83 0 22	Aida Roland
20 6 20	Bryant Aaron
34 5 10	Calvin Meyer
42 5 13	Levi Orosco
64 5 2	Jacqulyn King
61 11 5	Elijah Doyle
10 5 18	Salvador Jenkins
56 0 20	Cheryl Brockman
60 3 28	Nicolette Yoon
34 4 25	Laurence Willis
61 4 14	Jennifer Hudson
71 0 5	Catherine Simmons
26 1 6	Eileen Alvarado
32 8 12	Brandon Richardson
18 10 11	Antoinette Murphy
74 2 19	Angie Faison
88 4 0	Gregory Lane
70 1 9	Maryalice Ward
58 5 30	Nicholas Lindsey
39 6 17	Andrew Blanton
56 5 21	Shrimply Sterling
55 0 23	Steve Hernandez
89 5 26	Kimberly Hutchings
73 4 10	Karrie Clark
27 4 28	Carl Vega
37 6 20	Barbara Yoon
26 4 22	Barbara Hollins
30 3 15	Zachary Vargas
75 4 4	Bryant Wood
83 3 21	Antoinette Payne
53 5 15	Barbara Jones
39 8 2	Brandon Bryant
50 4 30	Samual Holland
9 7 24	Kelly Faison
79 8 15	Gerard Stokes
28 9 13	Jacqulyn Hughes
11 1 0	Hsiu Lewis
86 0 26	Julie Reddick
8 7 9	Fred Butler
65 10 27	Maria Baldwin
77 8 30	Devin Peters
50 6 2	Margaret Gray
51 8 18	Pamela Harris
89 3 29	Nelson Thomas
83 0 22	Belinda Carter
73 9 9	Collen White
41 2 23	Vera Henderson
44 11 30	Luz Reed
83 4 4	Marjorie Carter
26 8 10	Margaret Tate
51 0 16	Judith Wheeler
10 6 17	Deborah Holland
8 1 5	Karen Coleman
75 2 11	Devin Franklin
63 3 9	Eloise Mitchell
31 2 28	Amanda Alexander
26 8 28	Jacqueline Main
76 2 8	Jose Mccune
36 10 25	Benjamin Pibbles
23 10 0	Randee Shuman
90 11 18	Terrell Jenkins
44 3 15	Adam Nunez
26 10 20	Lillian Diaz
59 9 9	David Baumann
24 4 21	Walter Neal
56 10 2	Maryalice Hunt
81 9 20	Brandon Medina
50 2 13	Jorge Hughes
31 5 6	Earnest Price
33 8 7	Nancy Brooks
67 3 24	Nicholas Watson
8 2 8	Robin Hudson
21 5 16	Amanda Jackson
64 0 29	Elvina Murphy
48 0 3	Margaret Torres
88 7 18	Mary Gray
88 1 20	Martha Moore
84 10 15	Alma Ward
90 8 26	Lindsay Ward
70 11 16	Ernest Walker
9 2 23	Kathleen Walker
23 5 8	Earnest Bowen
37 2 0	Martin Richardson
20 8 9	Jacqueline Walker
22 6 11	Maryalice Bass
41 10 25	Judith Allen
68 1 22	Alycia Young
57 8 13	Lindsay Richardson
21 1 21	Timothy Reid
12 9 15	Jonathan Hudson
63 6 5	Natasha Foster
72 3 8	Annie Ross
69 6 25	Christopher Lee
37 10 5	Nicholas Hernandez
75 5 20	Jean George
31 11 30	Gary Padilla
39 3 12	Andrew Browne
34 9 6	Nicholas Browne
15 6 27	Kelly Garcia
64 0 1	Mary Bailey
26 11 25	Eileen Grantham
18 5 1	Terrell Henderson
12 5 15	Bryant Wright
44 0 7	Barbara Sterling
46 7 23	Laura Coleman
67 2 18	Timothy Watson
75 9 2	Kevin Baldwin
34 0 22	Glennis McDaniel
68 3 20	Wanda Sanders
80 3 5	Santiago Maier
40 3 20	Casey Caraballo
20 4 14	Laura Watson
47 8 3	Angie Parker
80 4 20	Candelaria Reeves
18 10 19	Deborah Harris
78 7 13	Joe Porterfield
52 4 1	Jeni Tiller
64 11 9	Rafael Johnson
36 7 30	Delaine Aguilar
36 9 13	Pamela Dennis
89 7 10	Brandon Steadman
87 9 17	Janet Martinez
59 8 22	Nelson Steadman
52 11 6	Raymond Wagner
42 2 2	Catherine White
51 9 18	Dawne Harris
42 3 25	Collen Rivera
41 5 4	Howard Mabry
61 6 13	Casey Wood
85 10 10	Sarah Bennett
83 2 8	Marilyn Wilson
12 4 10	Jean Bowling
60 7 12	Bobby Griffin
57 0 13	Glennis Morris
19 9 6	Rafael Johnson
25 4 23	Terry Long
36 4 30	Andrew Hunt
66 8 25	Antoinette Campbell
42 5 5	Inez Turner
40 9 0	Pat Horowitz
86 2 29	Brandon Harris
79 10 17	Gary Fleming
14 5 5	Teresa McDonald
55 10 3	Cecil Hardy
17 2 12	Eileen Collins
20 9 20	Walter Harris
67 5 28	Darrin Martin
23 1 0	Alma Aaron
24 9 25	Santiago Barth
11 6 9	Melita Steadman
15 5 2	Wanda Main
83 9 0	Mildred Wagner
34 5 9	Rachel Seymore
27 7 10	Rachel Martinez
79 10 22	Lynn Rogers
74 6 18	Shani Sanders
19 4 30	Benjamin Rivera
30 5 28	Ken Foster
71 11 17	Hugh Roy
25 0 13	Kathy Young
24 3 19	Denise Lane
23 9 10	Gordon King
66 10 5	Candelaria Coleman
29 3 27	Adam Rodriguez
89 9 21	Delaine Moody
36 6 14	Wilson Weaver
84 6 17	Myron Campbell
86 1 16	Julie Martin
33 8 26	Khadijah Brooks
17 5 22	Samual Main
73 1 27	Estelle Hamilton
82 10 12	Bryant Diaz
64 2 5	Devin Roberts
39 7 12	Dexter Horan
80 10 15	Marie Barth
65 3 30	Zachary Allen
83 8 11	Gregory Diaz
32 8 24	Randee Morris
66 11 9	Marshall Anderson
61 3 14	Pamala Barrett
9 7 25	Ivan Vega
31 9 30	Felipe Hamilton
71 2 5	Dawne Garcia
74 5 23	Angie Peterson
52 2 23	Jason Mabry
14 2 3	Zada Harrington
35 8 1	Yuonne Aguilar
55 10 20	Angie Brooks
65 8 21	Nicolette Faison
48 11 1	Earnest Simmons
51 3 16	Willie Dunn
30 5 10	Melita Long
21 9 27	Bryant Whitworth
76 8 30	Valerie Hughes
76 1 9	Brian Griffin
38 1 3	Karen Simmons
22 11 15	Alejandro Parker
90 9 8	Anthony Hines
64 7 4	Cheryl Thomas
17 4 24	Mildred Olvera
38 4 4	Nicholas Wright
13 9 18	Ramiro Porterfield
31 11 8	Levi Flynn
77 3 29	Maria Butler
23 6 12	Rachel Bryant
29 7 28	Randee Lee
46 7 9	Gary Lamb
35 2 3	Kevin Perkins
44 6 20	Roger Sanchez
63 3 4	Patricia Rhodes
17 5 30	Jean Collins
84 10 1	Sophia Kelley
26 5 0	Krissy Jackson
44 10 15	Zachary Hubbard
88 6 30	Jenifer Flynn
57 11 29	Karen Turner
19 0 3	Jane Wilson
82 11 15	Lillian Harrington
64 2 4	Alice Martinez
87 5 7	Diana Wood
70 1 9	Rufus Banks
81 4 19	Myron Maier
63 0 28	Jorge Green
30 2 22	Johnathan Martinez
56 11 7	Ronald Walker
51 8 17	Gregory Nelson
52 11 11	Frankie Allen
66 10 11	Aida Coleman
53 2 28	Dennis Payne
76 0 13	Belinda Hunt
78 4 21	Spencer Hale
67 4 12	Arthur Brockman
12 8 11	Carley Flores
63 10 1	Jeremy Simpson
27 0 4	Levi Robinson
34 10 6	Timmy Arevalo
88 3 12	Pamela Sanchez
29 0 14	Teresa Casey
19 8 10	Irene Baumann
65 9 11	Annie Anderson
87 5 16	Aida Mccune
10 11 10	Terry Carvalho
39 3 2	Dorothy Powell
61 6 3	Carl Dennis
73 5 14	Stasia White
28 9 25	Doris Coleman
21 10 22	Maria Peters
81 5 21	Willie Fleming
53 2 0	Sherri Reed
51 5 13	Gregory Perez
85 5 14	Laurence Scott
44 8 3	Rachel Dennis
67 2 9	Terrell Phillips
36 4 3	Timmy Vaughn
51 11 0	Collen Rivera
61 5 15	Laura Hunt
79 2 9	Martha Perez
24 4 20	Shani Barber
9 9 17	Shanelle James
79 5 12	Kim Coleman
54 2 28	Donald Hernandez
9 5 19	Joanne Henderson
47 9 15	Jennifer Henderson
65 6 26	Clark Goodrich
64 10 20	Aubrey Price
30 4 14	Carl Hall
66 7 28	Jean Main
46 7 22	Terence Bailey
90 9 16	Jackie Russell
46 6 28	Jean Franklin
10 5 16	Jackie Browne
35 5 4	Steve Hale
70 3 12	Lila Brown
39 0 29	Jenifer Evans
56 10 15	Alice Hubbard
16 3 17	Earnest Townsend
16 9 30	Zada Hughes
38 0 16	Deborah Hampton
20 7 30	Edward Moran
63 5 21	Collen Hale
13 2 24	Teresa Watson
53 9 14	Ronald Banks
82 6 11	Kasie Ward
34 0 30	Vera Rivera
34 4 14	Vera Franklin
55 0 13	Estelle Adams
65 1 18	Wanda Allen
12 8 25	Val Holt
15 5 28	Pamela Perkins
52 4 15	Norman Torres
39 5 29	Andre Bailey
32 5 4	Maria King
47 6 0	Lindsay Benton
26 1 30	Pamala Aaron
64 7 13	Roy Adams
36 10 24	Aubrey Aaron
34 2 14	Wanda Stokes
53 0 29	Janice Sterling
20 11 28	Santiago Copeland
61 6 20	Katherine Roberts
8 3 10	Michael Hudson
38 7 1	Felipe Paul
25 3 27	Carley Maldonado
67 0 18	Fred Wagner
51 7 24	Luz Lamb
68 11 0	Rosie Hale
33 1 10	Maryalice Cox
36 4 1	Sharon Hudson
52 8 22	Cynthia Boyle
60 6 0	David Tackett
88 6 10	Bobby Baumann
83 0 9	Inez Johnson
90 10 29	Casey Murphy
26 2 15	Sarah Allen
51 1 7	Jeremy Harris
67 3 23	Darrin Mabry
73 8 8	Rebecca Reeves
24 6 5	Irene Vega
87 7 10	Wilson Campbell
27 8 12	Adam Whitworth
67 3 29	Terence Thompson
26 1 1	Lindsey Sanders
38 10 25	Yuonne Fleming
83 6 23	Elvina Banks
61 9 15	Rose McDonald
79 0 26	Rafael Bryant
34 0 6	Teresa Moran
69 2 25	Wanda Rhodes
56 4 23	Clayton Faison
20 1 12	Shani Hernandez
39 5 10	Eugene Phillips
26 8 10	Joe Horowitz
90 10 7	Deborah Rogers
80 4 26	Jeni Porterfield
68 6 3	Khadijah Griffin
49 9 22	Claudine Huddleston
62 10 17	Andre Lewis
8 6 2	Jeremy Bryant
63 4 29	Deborah Barth
87 11 7	Kathleen White
62 10 9	Raymond Cooper
53 6 5	Alycia McDaniel
89 3 19	Hsiu Robinson
66 1 6	Jennifer Cook
78 4 1	Marshall Steadman
58 3 5	Andrew Martinez
81 3 21	Andres Reyes
32 3 20	Lillian Freeman
58 11 13	See Thomas
22 8 28	Doris Tiller
79 0 18	Edward Green
80 7 14	Norman Wilkins
72 8 21	Jackie McDaniel
8 2 13	Claudine Roberts
56 10 12	Maddie Neal
25 2 4	Lonnie Harrison
8 10 8	Laura Doyle
72 11 12	Lucia Ball
45 5 12	Tammy Townsend
87 11 24	Mildred Drake
40 11 15	Amanda Maldonado
47 2 6	Niki Bell
30 10 28	Kasie Richardson
52 8 28	Marilyn Porterfield
84 4 1	Ernest Robinson
57 5 22	Nicolette Ingram
73 6 25	Jenifer Foster
26 9 17	Steve Meyer
50 1 10	Belinda Knight
55 4 28	Ramiro Carvalho
63 1 16	Santiago Wood
60 11 0	Wilmer Bell
59 11 24	Deborah Thompson
19 0 18	Nancy Roy
88 3 17	Wilmer Humphrey
9 6 27	Treva Taylor
32 2 21	Calvin Arevalo
36 2 23	Anya Price
17 1 11	Aubrey Seymore
9 8 10	Jacqueline Alvarado
48 4 13	Frankie Turner
14 8 21	Laura Peterson
31 4 13	Adam Rogers
58 8 25	Jack Thompson
64 6 4	Jeremy Rivera
60 2 28	Charlene Cook
66 6 9	Betty Harvey
61 3 10	Robin Padilla
63 4 1	Jennifer Payne
90 1 19	Lillian Fortune
81 5 0	Lindsay Reed
85 6 15	Marie Morgan
23 5 20	Eugene Harrington
78 0 20	Shrimply Barlow
64 3 4	Rosie Baker
81 7 19	Teresa Campbell
62 1 12	Fred Perez
63 2 19	Jane Pulliam
61 1 23	Andres Tiller
86 11 23	Rachel Paul
50 6 27	Calvin Aaron
82 6 9	Mildred Paul
21 6 0	Sharon Barth
84 3 23	Val Whitworth
31 5 9	Jackeline Alvarado
51 10 24	Alice Casey
42 3 16	Maddie Padilla
30 4 8	Joshua Holloway
29 10 17	Spencer Maldonado
54 1 0	Carley Franklin
21 4 30	Melita James
38 5 23	Marilyn Franklin
15 0 9	Ramiro Morris
12 6 23	Wayne Flynn
68 6 1	Terrell Perry
72 0 5	Andres Yoon
39 3 6	Jacqueline Edwards
33 8 18	Lonnie Maldonado
16 7 30	Clarence Rogers
66 1 3	Marshall McDaniel
77 9 15	Anna Wright
27 0 10	Roy Henderson
47 7 4	Alice Lopez
14 6 20	Fred Barrett
27 0 19	Roy Peterson
8 5 3	Diana Anderson
53 8 21	Mary Bowen
12 0 4	Roger Powell
13 9 7	Treva Bennett
27 8 1	Devin Butler
79 1 28	Michael Watson
85 9 13	Natasha Turner
47 3 29	Ivan Sterling
88 3 29	Susan Fortune
24 4 24	Collen Lee
58 10 5	Jacqueline Williams
87 9 11	Andre Coleman
53 4 14	Wanda Benton
39 11 25	Nancy Peterson
37 8 1	Christine Tackett
72 6 12	Lindsay Neal
70 8 28	Dexter Jones
54 9 5	Eileen Morris
38 3 1	Anya Sanders
35 3 9	Belinda Brooks
84 4 14	Casey Hindman
34 5 8	Ronald Vargas
33 10 4	Gerard Caraballo
68 7 21	Inez Franklin
85 0 9	Josphine Stewart
85 1 17	Karrie Rodriguez
46 1 6	Nancy Brockman
68 0 6	Samual Lanham
16 1 13	Denise Wright
71 8 0	Deborah Graves
49 5 26	Brian Cook
51 5 30	Clarence Thompson
38 4 4	Anya Lindsey
23 3 15	Julie Barrett
21 4 7	Pat Washington
83 1 0	Earl Ruiz
30 1 26	Earnest Knight
23 8 25	Eugene Ramirez
45 1 28	Claudine Marsh
55 4 13	Germaine Flowers
21 0 25	Devin Cooper
32 10 9	Kelly Vaughn
19 6 0	Shani Walker
59 4 19	Bobby Gray
65 11 15	Khadijah Cox
50 1 1	Dennis Morris
48 8 30	Laura Gonzales
45 2 20	Laurence Grantham
61 4 24	Fred Bryant
10 4 19	Jean Wood
50 3 10	Patricia Long
55 7 14	Khadijah Weaver
72 2 3	Marjorie Robinson
78 0 25	Val Padilla
24 5 12	Joanne Wilkins
68 5 2	Nelson Lewis
53 11 27	Grace Vega
75 6 9	Sarah Lamb
14 1 28	Josphine Marsh
25 2 11	Andre Bennett
26 11 20	Norman Baker
63 5 11	Diana Lanham
32 4 29	Natalie Padilla
40 10 28	Patricia Ruiz
81 5 11	Jonathan Fenton
82 11 18	Angelika Price
71 3 14	Earnest Steadman
29 8 25	Patricia Clark
43 0 21	Heidi Pulliam
48 5 25	Maryalice Holland
65 7 3	Kelly Taylor
76 8 21	Wilson Young
79 5 9	Janice Ball
78 10 28	Janice Henderson
86 7 6	Rose Sanchez
73 1 28	Inez Webb
62 10 3	Kelly Fenton
54 0 15	Jonathan Thomas
53 3 30	Margaret Perez
54 6 6	Lucia Holland
56 1 26	Martha Scott
40 2 4	Benjamin Barlow
39 11 13	Melissa Barth
87 9 19	Hsiu Arevalo
71 10 3	Andre Young
41 4 12	Marilyn Bowling
19 3 19	Fred Henderson
57 6 10	Teresa Benton
39 5 27	Jean Perez
23 7 27	Nelson Flowers
90 7 11	Rebecca Peters
42 1 2	Deborah Morgan
72 4 17	Bryant Horan
48 11 27	Rafael Taylor
56 4 25	William Jones
44 1 20	Steve Vaughn
68 3 24	Edward Hughes
23 7 29	Dani Weaver
18 10 13	Annie McDonald
63 8 2	Andrew Meyer
57 5 23	Amanda Thompson
87 10 22	Ivan Lindsey
65 5 25	Raymond Cooper
85 6 19	Andrea Humphrey
81 2 14	Khadijah Barber
47 1 27	Nicolette Campbell
8 6 18	Jose Dennis
56 5 1	Cheryl Allen
53 11 9	Jennifer Lamb
67 4 10	Hsiu Aaron
42 0 14	Nelson Marsh
21 10 7	Dawne Ward
38 11 29	Marshall Reed
49 6 5	Aida Bennett
47 8 23	Kelly Cook
75 6 28	Oretha Carter
53 5 8	Brandon Barber
52 3 15	Dani Norman
23 0 13	Anna Reddick
32 1 10	Jose Freeman
36 9 28	Aaron Platt
31 8 20	Gary Brown
21 7 29	Maddie Scott
87 0 15	Jose Moody
54 7 21	Eliana Paul
24 10 28	Cheryl Powell
23 9 12	See Buchanan
37 5 18	Janice Patterson
53 0 23	Cynthia Roberts
40 7 3	Joe Tiller
37 1 9	Terence Caraballo
89 4 6	Howard Ingram
43 11 25	Jacqulyn Graves
54 1 13	Mary Archer
40 2 12	Kelly Archer
29 4 10	Anthony Huddleston
25 11 2	Val Carter
52 9 27	Eliana Baker
22 10 4	Vera Griffin
63 10 30	Shanelle Ross
52 11 1	Carl Aguilar
62 7 28	Bobby Flowers
58 2 10	Pamela King
47 1 22	Johnathan Bailey
70 2 29	Robin Patterson
46 4 14	Deborah Walker
71 2 27	Doris Campbell
16 7 6	Sharon Ward
59 7 0	Jonathan Young
41 1 25	Betty Alexander
87 3 21	Herma Turner
72 3 12	Natasha King
68 4 21	Janice Kelly
24 7 12	Eugene Hernandez
8 6 18	Rose Collins
33 4 15	Judith Walker
23 4 24	Angie James
70 5 18	Wayne Meyer
22 6 7	Kasie Coleman
59 11 22	Dorothy Taylor
22 7 17	Wanda Bailey
16 11 16	Jack Hernandez
31 2 14	Santiago Buchanan
90 8 9	Irene Bailey
57 3 13	Clark Bass
40 11 10	Nancy Hindman
58 10 16	Dawne Steadman
26 1 20	Margaret Parker
44 11 3	Betty Brooks
34 2 26	Nicholas Brown
67 6 11	Teresa Edwards
38 2 4	Pat Young
84 6 3	Eliana Ingram
35 4 13	Jacqueline Hamilton
25 7 10	Timmy Perez
55 10 13	Niki Bowling
24 9 9	Roger Lee
83 3 27	Stephenie Hindman
66 2 11	Zachary Jenkins
73 8 0	Santiago Washington
15 7 10	Jonathan Faison
65 4 9	Salvador Wagner
78 8 22	Josphine Allen
86 1 22	Candelaria Garcia
68 2 14	Jackie Evans
42 2 13	Patti Flores
81 9 16	Andre Carter
74 11 9	Marion Rhodes
27 8 17	Rebecca Dennis
38 11 0	Diane Townsend
72 2 1	Michael Gonzales
38 7 12	Janet Fenton
55 3 5	Cynthia Peterson
13 10 24	Lila Kelly
75 0 22	Mary Diaz
58 1 20	Timmy Bailey
32 10 18	Santiago Roy
80 5 28	Terrell Davis
49 8 29	Rufus Ingram
50 10 12	Edward Carter
43 5 12	Treva Benton
85 11 5	Sophia Bell
58 5 9	David McDaniel
27 6 8	Terrell Cook
46 11 6	Terence Hill
21 5 7	Terence Browne
40 5 4	Clarence Coleman
11 10 6	Lynn Whitworth
41 2 19	Rebecca Sherman
37 3 25	Lucia Coleman
66 4 4	Wanda Bryant
89 8 21	Timothy Butler
75 10 18	Richard Lewis
23 5 25	Karen Baker
83 9 19	Jean Henderson
44 0 29	Howard Young
83 1 8	Ella Smith
56 6 28	Patti Drake
27 8 13	Clayton Bailey
87 10 30	Charlene Olvera
39 5 27	Sherri Barnes
69 9 9	Stephenie Gonzales
55 0 14	Melissa Reed
85 8 21	Wade Brockman
85 3 0	Aaron Tate
79 2 5	Germaine Humphrey
41 8 14	Jackie McDaniel
52 3 8	Catherine Ruiz
71 10 17	Charles Harris
38 6 13	Sherri Smith
31 9 1	Norman Archer
90 11 16	Aaron Holt
89 10 15	Julie Miller
20 9 2	Alma Lane
53 2 29	Rafael Hudson
25 4 26	Maryalice King
42 4 0	Luz Moody
24 8 25	Joshua Smith
70 11 24	Andre Holt
32 2 28	Treva Ingram
57 3 19	Jeni Foster
15 8 15	Vera Watson
15 11 28	Carl Reid
81 11 7	Dennis Diaz
43 10 11	Oretha Kelley
37 8 0	Ken Jenkins
74 2 23	Alejandro Olvera
51 10 13	Annie Ward
51 0 10	Mildred Vaughn
86 2 1	Nicholas Hubbard
77 0 13	Margaret Diaz
60 11 19	Jennifer Peters
8 9 16	Melissa Tiller
84 3 14	Cynthia Morgan
62 6 10	Zachary Gonzalez
61 4 3	Norman Morris
38 11 13	Brandon Davis
49 1 4	Hsiu Evans
41 9 3	Angel Bryant
76 2 0	Valerie Walters
89 8 4	Kelly Clark
57 10 7	Margaret Evans
67 3 26	Martin Rhodes
35 3 10	Tammy Steadman
61 4 30	Wade Marsh
81 9 20	Johnathan Alexander
32 5 24	Ronald Whitworth
34 10 27	Collen Freeman
40 9 21	Rose Rivera
24 7 27	Delaine Bryant
73 0 16	Clark Watson
34 3 4	Zachary Medina
67 3 7	Timothy Harvey
35 10 10	Anthony Faison
84 8 20	Lillian Hale
43 9 3	Lynn Perry
17 9 2	Wilson Alvarado
27 4 29	Rose Bowen
16 5 25	Gary Russell
78 4 14	Jeremy Graves
57 0 16	Spencer Nelson
25 9 12	Angelika Lamb
42 5 25	Estelle Boyle
59 6 19	Eloise Hamilton
11 6 9	Max Pibbles
35 9 0	Jane Smith
34 7 9	Ivan Martinez
53 6 17	Elvina Clark
89 0 7	Lucia Barrett
39 9 9	Andrea Lane
33 10 2	Laura Hamilton
84 2 1	Nancy Jackson
58 10 1	Pat Wheeler
66 10 25	Max Casey
45 5 10	Laura Pulliam
53 9 19	Janice Tiller
64 8 5	Jonathan Young
14 6 2	Annie Collins
69 10 0	Max Harris
29 7 14	Margaret Brown
22 7 11	Stephenie Wilson
32 1 0	Zada Evans
81 4 27	Julie Arevalo
38 10 21	Eileen Taylor
58 8 24	Wilmer Watson
49 8 10	Kathy Price
44 4 30	Jacqulyn King
36 6 15	Lillian Ball
82 8 19	Rose Price
35 11 7	Jeni Long
49 2 8	Jack Sullivan
58 11 9	Alejandro Allen
79 6 4	Darrin Ball
74 2 1	Helen Lewis
32 6 18	Elijah Powell
82 2 20	Anthony Bass
46 7 13	Zada Vaughn
52 0 29	Alice Ward
23 1 17	Patti Boyle
54 1 18	Nicholas Orosco
35 10 8	Richard Bell
24 5 7	Spencer Henderson
75 5 13	Alejandro McDaniel
