10607
87 7 26	See Hines
89 3 23	Wilmer Yoon
85 10 6	Luz Parker
46 0 12	Kim Fortune
21 5 30	Norman Bryant
24 11 4	Christine Franklin
21 5 11	Patti Howard
84 7 28	Dwayne Edwards
55 8 15	Dwayne Williams
45 5 23	Judith Aguilar
45 5 30	Johnathan Flaherty
9 10 3	Maria Perkins
29 2 4	Diane Archer
70 3 7	Tracy Henderson
87 6 16	Dani Parker
14 6 10	Ashley Russell
77 8 27	Shani Reddick
73 5 20	Natasha King
70 7 5	Lillian Patterson
11 5 1	Jackeline Mabry
76 7 11	Shanelle Campbell
61 5 17	Sharon Paul
75 8 26	Salvador Vaughn
15 8 13	Gordon Evans
83 5 28	Kelly Davis
74 5 17	Jonathan Medina
33 8 29	Patricia Harris
39 4 13	Gary Alvarado
83 3 9	Marilyn Griffin
50 4 1	Willie Alexander
29 2 5	Joe Washington
59 7 18	Elvina Sherman
60 4 7	Robin Flaherty
41 3 13	Donald Blanton
25 3 17	Valerie Franklin
26 4 18	Johnny Martin
79 5 22	Randee Flynn
70 9 15	Roger Seymore
90 5 19	Timmy Paul
11 10 26	Norman Scott
79 1 0	Julie Olvera
19 0 24	Andres Flores
45 6 13	Rafael Ramirez
19 1 30	Val Mccune
78 6 3	Ernest Lanham
58 5 22	Dwayne Foster
10 5 23	Anna Torres
9 10 2	Roger Bass
85 8 9	Alycia Collins
58 5 2	Alan Harvey
69 6 22	Samual Blanton
36 10 23	Barbara Barrett
29 0 3	Norman Sterling
67 6 12	Timothy Flowers
34 4 4	Frankie Meyer
57 7 11	Collen Willis
84 9 4	Marion Henderson
11 4 17	Christine Bryant
33 5 25	Janice Gonzalez
55 11 18	Calvin Flynn
11 6 5	Karrie Wood
80 6 17	Jean Torres
72 8 7	David Dennis
57 2 14	Angie Anderson
20 11 19	Treva King
77 0 16	Max Carter
60 10 17	Angel Mccune
39 0 24	Janet Morgan
84 6 27	Annie Huddleston
34 5 5	Oretha Reid
29 9 25	Laura Graves
67 10 30	Spencer Torres
29 1 18	Devin Stokes
58 9 7	Andrew Baumann
47 10 27	Max Flynn
48 1 6	Germaine Gray
50 3 15	Dani Harris
12 0 0	Pat Reed
47 7 30	Herma Shuman
21 11 25	Angelika Drake
41 6 25	Richard Peterson
32 7 1	Sharon Pibbles
64 1 19	Alejandro Hardy
64 11 14	Maddie Lindsey
15 11 13	Adam Hunt
51 4 29	George Simpson
26 4 23	Eugene Murphy
22 0 26	Krissy Barber
11 8 8	Jack Perkins
38 0 14	Stasia Mabry
55 7 3	Natasha Taylor
53 6 6	Johnathan Tackett
33 2 28	Dwayne Kelley
85 1 3	Ronald Taylor
10 11 1	Jeni Hill
13 7 5	Jennifer Murphy
23 5 5	Aaron Neal
68 8 21	Shanelle Padilla
49 1 10	Gordon Moran
49 11 25	Shrimply Moody
43 0 3	Wayne Edwards
41 6 30	Dorothy Copeland
85 2 12	Lindsey Walker
49 3 4	Cynthia Hollins
57 6 27	Wayne Humphrey
21 2 9	Delaine Ingram
76 0 7	Santiago Hollins
89 0 6	Lillian Cooper
24 8 14	Kimberly Griffin
44 1 26	Lila Simmons
82 4 18	Wayne Porterfield
64 7 25	Dani Harrington
30 2 10	Rafael Holloway
34 11 29	Fred Davis
43 11 18	Antoinette Doyle
50 0 1	Glennis Harrison
89 7 2	Charles Whitworth
71 5 30	Ella Flynn
84 0 12	Kathy Sanders
52 5 13	Ernest Phillips
43 0 4	Norman Hill
41 11 22	Angelika Faison
86 6 19	Eloise Torres
41 11 2	Frankie Faison
56 6 10	Dani Sherman
31 1 20	Santiago McDaniel
27 1 29	Bobby Hubbard
35 5 13	Marie Lewis
63 3 19	Anna Campbell
11 9 14	Shrimply Dennis
66 7 28	Joanne Martinez
53 8 4	Gregory Brown
63 10 26	Myron Wright
75 10 18	Aida Simmons
25 8 8	Wayne Bailey
59 8 4	Heidi Peterson
24 2 12	Dwayne Ward
83 3 12	Roger Morgan
37 1 9	Raymond Robinson
18 9 19	Kasie Phillips
36 9 21	Nicolette Alvarado
76 10 6	Bobby Butler
58 2 29	Charlene Reddick
26 9 0	Karen Carvalho
67 0 14	Eliana Jenkins
78 2 13	Angel Adams
61 11 30	Kelly Knight
19 5 1	Angie Baumann
13 3 25	Calvin Holland
37 10 13	Shani Martinez
9 7 12	Valerie Moody
84 8 29	Khadijah Thompson
8 6 6	Marilyn Tate
38 3 1	Alejandro Knight
70 6 8	Nicolette Coleman
79 3 30	Candelaria Washington
57 0 25	Richard White
26 9 13	Pamela Wood
16 3 14	Gerard Griffin
64 6 6	Hsiu Taylor
54 1 0	Levi Maldonado
41 7 3	Niki Grantham
50 4 10	Nicholas Gonzales
84 7 16	Samual Tate
62 10 30	Mary Horowitz
32 7 19	Michael Hunt
89 9 21	Germaine Long
21 2 20	Andrew Alexander
83 3 16	Adam Humphrey
31 10 20	Rufus Medina
41 10 0	Devin Hale
60 1 29	Patricia Barlow
11 6 18	Patricia Knight
69 1 29	Alma Morris
25 7 30	Nicholas Dunn
30 1 21	Brian Johnson
60 2 15	Ernest Hill
12 2 7	Eugene McDaniel
30 6 30	Cecil Reid
57 9 28	Helen Sherman
12 1 10	Terrell Johnson
60 1 24	Alan Huddleston
51 8 22	Howard Flowers
16 1 30	Ashley Porterfield
10 9 24	Michael Taylor
27 11 12	Inez Allen
28 4 19	Aida Wilson
18 4 17	Jose Holloway
18 11 19	Kenneth Hamilton
55 1 22	Mary Gracia
26 11 23	Calvin Neal
51 6 23	Eugene Foster
66 4 26	Anthony Banks
61 9 1	Lindsay Barrett
77 4 13	Candelaria Norman
79 6 30	Khadijah Perry
33 11 0	Grace Fortune
63 8 26	Nicholas Morgan
19 5 28	Clayton Adams
41 9 28	Angel Porterfield
32 3 28	Andrea Scott
62 5 11	Sarah Wilson
18 10 4	Angelika Bennett
67 4 30	Nicolette Mccune
86 2 6	Elvina Williams
35 1 11	Aida Morgan
50 7 5	Maryalice Tiller
77 4 8	Kevin Carr
76 6 20	Krissy Reddick
72 10 20	Robin Howard
90 9 19	Ramiro Hudson
32 3 7	Marion Reyes
70 1 22	Shrimply Dennis
52 9 21	Devin Bass
67 8 24	Deborah Vargas
22 0 6	Joe Kelly
32 7 6	Barbara Hill
8 3 0	Sophia Roy
36 9 15	Dennis Hampton
16 5 7	Norman Orosco
64 9 26	Diane Watson
42 1 17	Jeremy Cox
42 4 12	Eugenia Rivera
62 1 30	Andres Wagner
26 11 23	Andre Bryant
21 11 26	Myron Walker
24 3 21	Ernest Baker
89 11 4	Pat Baldwin
59 4 12	Zachary Moody
14 7 6	Carley Hughes
49 5 21	Anna Aaron
70 8 8	Clayton Henderson
32 0 19	Patti Barth
78 1 9	Frankie Lane
77 2 9	Janice Bowen
30 4 6	Anthony White
81 7 0	Benjamin Barlow
61 8 6	Kathleen Rogers
22 10 23	Diana Steadman
63 9 3	Richard Bowen
39 4 10	Lucia Collins
84 5 16	Stasia Steadman
23 6 12	Jason Hernandez
13 10 9	Maryalice Sterling
48 6 30	Frankie Butler
18 6 8	Yuonne Platt
39 10 2	Eileen Washington
11 6 12	Dorothy Moody
19 8 30	Anya Russell
43 0 5	Roger Orosco
20 3 0	Mildred Lee
35 0 29	Janet Scott
90 10 15	Catherine Gonzalez
82 6 5	Nicholas Watson
14 6 16	Elijah Wagner
69 5 24	Randee Flores
62 5 9	Steve Fortune
31 6 24	Adam Lanham
40 6 26	Eugenia Anderson
78 7 19	Nancy Garcia
52 10 10	Christopher Wilkins
24 1 10	Mildred Boyle
58 10 3	Eliana Maldonado
50 0 0	Maddie Tackett
26 0 27	Cheryl Jackson
21 4 4	Joanne Reyes
27 4 7	Carley Butler
39 7 26	Cynthia Hale
55 6 21	Jacqulyn Carr
9 0 5	Krissy Platt
69 2 9	Janice Arevalo
26 3 17	Salvador Green
56 1 17	Brandon Collins
64 7 18	Maria Lewis
69 4 4	Shani Barlow
8 1 23	Joshua Young
44 10 1	Michael Hamilton
72 11 20	Maddie Powell
37 6 23	Michelle Bryant
29 9 0	Dorothy Washington
63 9 16	Eugene Dean
80 11 15	Donald Main
43 0 12	Carley Hill
88 7 27	Andres Ramirez
25 0 24	Salvador Hernandez
33 5 23	Eugene Reed
19 4 12	Sarah Stokes
84 6 5	Fred Harris
24 2 26	Jeremy Flaherty
78 2 18	Zachary Boyle
24 1 13	Hsiu Anderson
68 9 10	Karen Seymore
45 2 23	Pamela George
33 5 22	Ella Moran
80 10 24	Anthony Gray
72 10 24	Sophia Watson
81 6 29	Joshua Franklin
46 1 2	Val Garcia
15 6 5	Benjamin Harris
29 0 25	Andre Powell
74 2 20	Melita Hardy
66 3 5	Joe Cook
62 10 0	Catherine Cox
41 4 26	Ella Perry
15 5 17	Joe Coleman
83 0 27	Patti Perry
18 3 5	Brandon Flores
54 10 8	Felipe Vaughn
60 10 9	Joanne Collins
90 5 23	Nicolette Dean
51 10 10	Dawne Williams
45 11 15	Edward Flowers
26 1 10	Marion Goodrich
76 5 27	Jackie Nelson
71 5 11	Angelika Wheeler
28 10 19	Collen Flowers
13 8 25	Dwayne Drake
79 10 10	Luz Knight
21 6 15	Estelle Norman
80 9 27	Devin Phillips
74 7 12	Gordon Bowen
44 2 23	Ashley Roberts
36 11 23	Max Kelly
26 1 7	Khadijah Benton
82 11 29	Anthony Main
29 8 4	Candelaria Hardy
34 3 20	Zada Franklin
15 3 17	Yuonne Collins
86 2 21	Jose Gonzalez
40 5 20	Willie Flynn
64 9 20	Valerie Taylor
69 8 6	Nancy Young
65 5 17	Nicolette Dennis
58 8 27	Casey Bryant
86 11 0	Kathy Bryant
43 5 15	Ivan Harvey
58 6 18	Gary Mabry
72 1 1	Jorge Williams
47 0 3	Andres Dunn
42 5 6	Denise Martin
85 6 21	Gary Maldonado
32 6 16	Nancy Peters
89 1 16	Sharon Reed
73 5 25	Inez Lindsey
19 10 15	Angel White
12 2 4	Jean Watson
22 0 1	Joshua Murphy
61 8 1	Doris Reddick
62 0 12	Jeni Flaherty
51 8 18	Kevin Maier
37 8 22	Amanda Tate
62 9 5	Angelika Thomas
25 3 23	Eugenia Arevalo
19 1 22	Kimberly Vega
25 3 30	Mary Alvarado
34 10 10	Melissa Butler
41 0 12	Patricia Marsh
69 0 15	Irene Patterson
64 0 16	Donald Maier
39 2 11	Jack Wright
22 4 30	Ryan Griffin
35 1 0	Jose Alexander
62 8 1	Samual Gonzales
59 2 11	Denise Wheeler
50 9 30	Jeremy Turner
55 10 13	Kathy Garcia
62 10 7	Ashley Meyer
68 3 24	David Butler
32 7 6	Rachel Hines
29 2 29	Jacqueline Martinez
9 11 11	Melissa Perkins
54 8 6	Oretha Vega
70 0 4	Clarence Wagner
47 2 29	Tracy Drake
41 4 8	Spencer Nunez
75 10 0	Roger Hale
35 0 3	Delaine Moody
40 10 20	Karrie Horan
8 4 16	Lila Caraballo
19 11 5	Janice Harvey
35 6 5	Val Sherman
35 7 10	Alejandro Gonzalez
56 3 7	Susan Hindman
25 0 16	Jacqulyn Moran
27 10 15	Dorothy Thomas
37 2 21	Wilson Butler
34 4 1	Marshall Morgan
15 2 0	Bryant Harris
79 10 11	Krissy Flowers
19 10 15	Rosie Padilla
55 10 28	Patricia Cook
22 7 12	Val Peterson
56 7 7	Jackeline Smith
47 9 23	Ivan Townsend
71 7 3	Hsiu Sanders
17 6 7	Angelika Meyer
61 5 2	Carley Weaver
83 11 14	Doris Brockman
40 7 5	Donald Yoon
10 6 30	Kevin Barnes
60 0 26	Zachary Fleming
57 6 16	Angie Evans
16 5 12	Bryant Seymore
52 8 12	Stephenie Gonzales
88 2 1	Stephenie Arevalo
28 3 4	Ramiro Roland
52 11 7	Carley Carr
37 4 19	Hsiu Ruiz
83 1 23	Lynn Alexander
28 1 11	Lindsey Hollins
65 11 19	Pamela Harris
80 0 27	Martin Platt
37 0 18	Ramiro Lamb
55 4 27	Glennis Lindsey
74 1 15	Antoinette Lee
60 4 14	Andre Wilson
21 3 11	Oretha Tackett
58 2 24	Earl Patterson
25 7 21	Donald Cook
69 2 20	Grace Roy
32 2 1	Natalie Carter
62 1 28	Joe Graves
88 8 14	Stasia Smith
8 0 30	Jacqulyn Kelley
43 0 28	Anna Taylor
59 2 19	Ryan Freeman
45 0 8	Levi Kelly
88 3 19	David Reed
82 8 4	Kevin Sherman
68 11 22	Terry Torres
88 7 26	Patti Mitchell
29 2 4	Charles Archer
16 5 23	Josphine Allen
69 1 26	Norman Diaz
72 3 28	Andre Walters
78 0 11	David Hall
90 1 28	Brandon Long
86 8 25	Andrew Graves
15 4 11	Nancy Casey
20 0 19	Robin Kelley
87 6 19	Joe Harrington
54 11 1	Salvador Green
66 3 20	Steve Roberts
75 0 5	Marjorie Price
76 6 18	Elvina Sherman
22 10 18	Pamala Harvey
44 4 24	Terrell Kelly
42 0 23	Barbara Campbell
41 10 10	Sophia King
42 6 9	Lucia Goodrich
72 2 16	Eileen Kelly
85 6 28	Dawne Maldonado
34 8 23	Marie Neal
77 10 24	Santiago Knight
64 1 7	Janet Dunn
90 10 3	Rachel Collins
90 0 21	Dexter Tiller
88 0 5	Maddie Platt
63 6 12	Grace Lee
49 11 25	Nicholas Nelson
60 7 8	Mary Holloway
39 2 19	Christopher Alvarado
23 4 6	Rosie Hernandez
24 2 27	Terry Lamb
46 11 6	Christine Hardy
59 6 6	Andrea Hardy
66 7 18	Collen Bennett
76 0 16	Ramiro Duong
18 8 25	Norman Bailey
90 10 15	Aaron Aguilar
54 10 18	Earl Henderson
57 11 24	Terrell Cox
88 4 30	Dawne Edwards
20 10 16	Collen Rogers
45 1 3	Anthony Martinez
37 0 27	Tracy James
40 4 18	Nancy Barth
53 1 0	Maddie Dean
71 2 25	Wilmer Arevalo
47 3 13	Wayne Norman
40 1 26	Sherri Sanchez
14 6 9	Wanda Anderson
66 4 1	Carley White
50 9 10	Jacqulyn Townsend
12 0 9	Walter Ball
17 11 19	Casey Lane
27 6 17	Eloise Kelly
57 6 5	Andrew Murphy
29 0 6	Rose Reed
61 6 8	Roy Perry
13 11 20	Laura Green
62 4 22	Pat Holt
80 10 7	Lucia Drake
63 11 7	Maria Thompson
52 1 26	Frankie Blanton
90 3 21	Catherine Ball
39 10 9	Shani Mccune
67 7 4	Donald Adams
85 9 21	Brandon Flynn
81 3 15	Nancy Ramirez
67 4 26	Janet Collins
82 6 11	Catherine Price
74 11 27	Nicolette Knight
10 6 5	Max Norman
55 11 12	Norman Harris
79 6 24	Devin Porterfield
87 8 1	Walter Aaron
78 2 28	Arthur Roy
67 6 18	Samual Powell
53 4 6	David Ruiz
21 7 17	Jackeline Smith
45 3 25	Andre Nelson
22 3 21	Joe Reddick
85 5 20	Christopher Sterling
23 4 6	Richard Doyle
62 0 0	Patricia James
74 1 16	Adam Flowers
74 11 4	Angie Green
28 8 3	Johnathan Hindman
79 3 25	Susan McDonald
78 8 3	Jacqulyn Butler
35 11 24	Alma Reid
68 11 17	Dwayne Vega
67 7 20	Deborah Taylor
37 7 7	Melissa Washington
57 2 7	Rosie Goodrich
79 9 7	Kathleen Hall
34 8 7	See Boyle
11 1 0	Donald Ward
20 10 11	Ronald Archer
71 0 22	Janet Archer
72 7 14	Brandon Ramirez
10 8 10	Val Freeman
38 4 17	Wilmer Shuman
10 3 8	Candelaria Perez
36 10 28	Salvador Steadman
29 9 15	Ashley Webb
82 7 5	Susan Henderson
51 5 21	Diane Dunn
75 1 8	Terence McDonald
45 8 17	Hsiu Evans
8 1 9	Mary Vaughn
26 9 11	Vera Yoon
17 3 24	Jorge Barlow
29 3 26	Jackeline Sullivan
85 5 22	Angel Martinez
28 3 23	Jeni Fenton
51 2 20	Margaret Kelley
83 5 16	Belinda Cox
21 9 11	Luz Hughes
74 0 7	Antoinette Bowling
18 11 13	Marion Bass
12 3 25	Helen Davis
23 11 6	Judith Barrett
29 6 27	Wayne Harrington
35 7 1	Germaine Lane
16 1 0	Lonnie Humphrey
9 6 17	See Peterson
17 8 18	Aaron Baker
20 6 29	Kimberly Kelly
76 10 17	Jane Hubbard
19 7 10	Kim Wilkins
16 6 20	Willie Flores
83 5 17	Tammy Rogers
49 5 3	Annie Russell
69 7 24	Krissy Peters
61 4 20	Jorge Williams
79 5 27	Martin Barlow
80 8 12	Ramiro Perry
76 5 28	Terrell Hernandez
87 7 18	Aaron Shuman
86 8 13	Jenifer Flynn
16 3 5	Roy Flores
12 8 10	Deborah Bowling
64 4 17	Denise Taylor
13 5 30	Gregory Hughes
47 9 13	Belinda Blanton
26 6 10	Mildred Taylor
28 9 28	Dani Wood
12 7 30	Jeni Steadman
56 9 20	Aida Kelley
45 4 29	Lindsey Howard
59 1 24	Jeremy Moran
18 1 18	Betty Reeves
70 0 9	Ronald Rodriguez
88 0 0	Levi Rivera
65 11 8	Nancy Williams
53 0 14	David Hughes
30 8 25	Kathy Fortune
27 10 25	Aubrey Flynn
81 3 7	Annie Cox
78 0 12	Angelika Moore
25 1 28	See Walker
52 7 30	Ryan Meyer
27 5 8	Angelika Gonzalez
59 9 2	Elvina Humphrey
40 2 6	Lucia Hughes
80 6 27	Eileen Russell
11 8 21	Gary Wilson
37 4 2	Timothy Buchanan
24 2 19	Deborah Morris
41 9 23	Candelaria Sanchez
81 5 20	Natalie Payne
41 5 11	Nancy Holloway
10 9 29	Steve James
34 8 29	Jack Price
56 10 13	Jorge Hughes
40 9 18	Pamala Miller
43 2 5	Anthony McDaniel
66 11 11	Kelly James
79 11 13	Jose Dunn
45 5 8	Terry Horowitz
54 3 25	Anthony Baumann
39 8 9	Lindsey Perez
19 10 0	Annie Cook
22 10 14	Willie Reddick
85 10 0	Norman Hudson
88 6 7	Timothy Price
74 0 3	Eugene Hughes
89 8 21	Michael McDonald
63 10 5	Donald Cox
74 11 21	Treva Barrett
28 6 23	Oretha Richardson
31 3 8	Aida Turner
57 4 19	Fred Hollins
46 2 4	Rose Parker
58 7 5	Wilson Aaron
82 9 9	Lonnie Barth
31 4 25	Terence Hill
61 6 25	Kathleen Morris
73 5 0	Shrimply King
45 3 7	Erica Humphrey
72 2 18	Gregory Adams
45 1 24	Hugh Perez
37 2 20	Edward Yoon
32 0 30	Eliana Carr
75 1 26	Donald Lewis
87 1 2	Irene Long
70 1 15	Alan Ball
41 2 19	Inez Roy
87 7 12	Carley Mabry
17 11 15	Annie Humphrey
73 0 27	Alycia Hamilton
82 9 13	Gary Wilkins
69 2 9	Casey Jackson
79 0 28	Cynthia Collins
75 1 14	Lillian Humphrey
71 4 9	Chris Dean
59 0 10	Clark Drake
13 6 28	Ella Bryant
70 4 17	Wilmer Collins
62 2 16	Martin Carvalho
52 11 29	Levi Collins
83 8 25	Tammy Martin
9 1 20	Nelson Washington
32 7 1	Natalie Butler
83 5 0	Wilson Webb
54 4 5	Hsiu Peters
63 1 4	Eugenia Peterson
39 5 14	Hsiu Lee
33 10 2	Yuonne Humphrey
17 3 12	Rufus Faison
88 6 13	Pamala Sanchez
29 0 16	Jeni Phillips
20 3 30	Maddie Campbell
29 9 7	Ashley Thompson
73 7 29	Alycia Bryant
56 0 2	Mildred Humphrey
70 2 25	Jason Bell
42 2 30	Gordon Watson
72 3 14	Ryan Horowitz
62 3 0	Wayne Alexander
19 6 21	Nicholas Lee
90 4 8	Jane Ball
33 2 3	Bobby Watson
82 8 18	Marshall Bailey
39 2 23	Fred Blanton
27 9 10	Ryan Bennett
72 0 6	Barbara Powell
26 8 5	Eugenia Anderson
17 7 4	Barbara Parker
23 10 16	Earnest Thomas
52 1 23	Joanne James
62 8 16	Claudine Dean
68 6 8	Joanne Cox
8 2 27	Vera Powell
51 8 9	Alan Ball
67 5 3	Tracy Fortune
42 9 23	Joe Alexander
50 4 0	Steve Hubbard
83 4 5	Joe Smith
52 3 19	Dexter Hollins
68 0 19	Dexter Ramirez
65 7 19	Hsiu Hale
62 4 12	Christine Norman
32 2 8	Margaret Harrington
73 1 18	Wilson Willis
80 8 1	Elvina Baker
41 7 26	Nicholas Walters
73 7 19	Joe Hale
42 2 1	Lynn Hines
69 3 26	Ella Maier
9 5 16	Rufus Casey
47 7 16	Karrie Perez
85 6 7	Wilmer Anderson
10 1 14	Nicolette Foster
22 11 15	Dani Morgan
90 0 2	Alan Foster
10 1 29	Roger Holland
39 7 23	Shanelle Sanchez
81 0 17	Anthony Norman
47 7 24	Martin Steadman
55 3 27	Niki Vaughn
73 10 4	Pamala Graves
16 0 17	Earl Hall
45 8 29	Frankie Steadman
43 2 19	Frankie Humphrey
81 3 8	Jack Grantham
34 8 6	Dorothy Dean
63 1 29	Doris Padilla
51 4 8	Josphine Collins
29 2 21	Marjorie Smith
47 5 5	Lindsay Flores
46 6 17	Jane Henderson
59 9 16	Nicholas Peters
50 0 24	Wilson Pulliam
51 4 27	Jose Moore
11 11 3	Gerard Pulliam
44 4 6	Janice Martin
54 9 28	Jorge Thomas
66 6 6	Yuonne Lanham
30 8 17	Gary Aaron
31 6 6	Wanda Knight
10 0 24	Vera Simmons
63 2 0	Treva Morgan
44 2 4	Jackie Pulliam
16 11 26	Janice Hutchings
86 5 2	Ramiro Walters
87 3 17	Eliana Davis
34 10 8	Marjorie Holloway
50 10 23	Jacqulyn Benton
79 7 5	Eloise Lee
58 3 11	Jonathan Hardy
9 8 13	Ernest Bryant
81 3 26	Martin Torres
53 6 18	Candelaria Benton
74 6 5	Sarah Fleming
10 1 4	Annie Hamilton
44 0 9	Shani Powell
66 10 20	Jenifer Bowling
83 11 20	Helen Weaver
85 0 27	Glennis Lewis
27 10 16	Spencer Campbell
27 0 5	Jackie Gray
59 7 23	Timmy Stewart
61 7 20	Jeremy Thompson
87 10 27	Jenifer Gonzalez
76 11 11	Sharon Moody
76 9 21	Eugene Morgan
25 5 4	See Carvalho
73 0 16	Deborah Wagner
56 10 12	Martha Campbell
29 3 23	Christopher Rodriguez
11 5 0	Wade Alvarado
68 10 17	Darrin Vaughn
41 9 8	Calvin Allen
29 9 13	Erica Fenton
75 10 3	Rachel Griffin
71 2 1	Kevin Brooks
25 4 20	Wanda Duong
46 4 9	Earnest Drake
36 4 22	Inez Tackett
26 3 19	Johnathan Flowers
64 4 13	Fred Townsend
90 8 17	Cynthia Howard
52 11 10	Julie Morgan
59 10 17	Laurence Kelley
84 4 1	Marilyn Bennett
39 4 1	Angelika Anderson
47 1 8	Valerie Reeves
18 2 24	Ramiro Gray
65 3 14	Treva Carvalho
53 8 25	Ashley Barlow
47 3 10	Andrew Banks
33 10 10	Rafael Sherman
72 1 30	Andrew Bowen
65 6 9	Zada Baldwin
90 4 15	Levi Flowers
74 1 16	Herma Walker
64 5 16	Josphine Scott
8 5 22	Ronald Campbell
24 11 12	Deborah Jackson
89 7 15	Annie Walters
64 1 18	Johnny Porterfield
79 8 25	Angel Griffin
50 5 30	Eileen Steadman
67 3 24	Deborah Edwards
58 0 22	Rafael Rodriguez
80 1 25	Alejandro Sanchez
59 0 10	Aaron Hamilton
32 8 24	Bryant Dunn
87 1 17	Krissy Bowling
85 4 20	David Aaron
81 10 18	Gordon Roy
66 9 27	Delaine Foster
11 4 14	Gerard Sanchez
60 9 17	Adam Parker
56 1 17	Marshall Jones
44 0 2	Benjamin Reeves
62 3 18	Kevin Jenkins
48 11 7	Ivan Blanton
44 3 0	Timothy Griffin
78 2 28	Mary Harrington
48 2 12	Candelaria Ingram
36 10 2	Janet Murphy
10 5 18	Lila Stokes
43 11 30	Anya Evans
84 11 28	Christine Townsend
78 8 11	Ernest Vargas
8 7 18	Kim Bailey
65 6 17	Kevin Horan
54 1 6	Julie Butler
17 2 23	Cynthia Hollins
50 10 3	Herma Thomas
66 3 5	Belinda Simpson
71 2 29	Ken Aguilar
42 5 5	Maddie Jones
15 10 26	Jeremy Sanders
46 1 12	Roger Long
83 2 30	Belinda Brockman
20 9 0	Kenneth Lane
8 5 26	Pat Perez
90 11 20	Alejandro Gracia
17 2 7	Marilyn Arevalo
53 6 26	Wilson Patterson
10 2 20	Spencer Martinez
67 3 23	Wade Murphy
14 1 1	Adam Peters
67 1 11	Melita Shuman
58 2 19	Dexter Hardy
39 7 21	Eileen Lee
77 10 10	Robin Reyes
69 8 8	Doris Olvera
34 5 10	Dexter Seymore
41 11 16	Aida Flowers
18 3 25	Richard Flowers
19 0 19	Josphine Patterson
69 1 14	Janice Barrett
75 10 13	Jennifer Roy
66 10 30	Marion Lane
55 4 7	Natasha Fenton
28 2 18	Ronald Rivera
27 11 4	Spencer Richardson
52 7 8	Jeremy Hernandez
51 2 12	Diana Faison
65 6 22	Ivan Benton
44 10 17	Katherine Brockman
76 5 13	Alejandro Neal
60 6 27	Jonathan Shuman
26 10 25	Stephenie Arevalo
44 1 18	Elvina Williams
79 6 9	Clarence Porterfield
32 8 3	Jorge Dunn
26 3 22	Delaine Steadman
21 2 2	Jackeline Seymore
44 11 0	Timmy Gray
12 5 6	Andrea Wilkins
9 4 28	Marilyn Campbell
16 7 9	Jean Main
74 5 4	Lillian Maier
52 0 4	Lonnie Butler
17 0 24	Ramiro Humphrey
34 8 10	Wilson Pulliam
69 3 19	Gregory Kelly
45 2 2	Laurence Coleman
51 2 8	Jackie Bryant
53 10 22	Doris Cooper
30 4 17	Marilyn Graves
72 6 6	Marion Lindsey
13 10 19	Zachary Simpson
51 11 18	Jose Pibbles
83 4 20	Mildred Brown
44 2 23	Lynn Nelson
50 11 22	Maryalice Pibbles
78 1 4	Marjorie Bennett
9 7 13	Darrin Steadman
55 7 9	Martha Campbell
82 2 6	Maddie Watson
84 3 9	Natasha Hernandez
81 7 9	Jacqulyn Lamb
55 2 13	Johnny Garcia
22 9 11	Andrew Morgan
50 6 1	Willie Lanham
33 9 16	Richard Huddleston
39 3 21	Timmy Aguilar
57 1 12	Barbara White
10 10 6	William Cooper
45 4 4	David Simmons
78 0 28	Amanda Hampton
62 7 29	Jorge Hollins
83 2 10	Frankie Jenkins
40 2 24	Sarah Aguilar
68 8 22	Rachel Flores
44 0 24	Jeremy Flynn
66 4 10	Andre Lane
17 2 23	Howard Lee
50 5 3	Jose Edwards
51 3 21	Josphine Copeland
81 7 6	Benjamin George
11 6 29	Krissy Campbell
76 11 23	Anna Rogers
80 4 4	Nicolette Brooks
43 5 24	Joe Hill
80 9 3	Ramiro Aaron
72 7 16	Michael Hughes
20 9 29	Hsiu Price
30 7 6	Nicolette Yoon
79 3 30	Kevin Horan
84 9 5	Calvin Aguilar
32 3 23	Cynthia Gonzalez
17 1 3	Jose Gonzalez
84 4 24	Andre Campbell
56 1 27	Joe Hollins
62 8 5	Marjorie Bell
77 2 4	Brandon Hindman
58 5 3	Melissa Price
28 0 10	Deborah Bowen
19 1 15	William Edwards
62 8 10	Cecil Richardson
37 5 18	Cynthia Ramirez
55 5 3	Nancy Baker
57 5 29	Kathy Casey
70 6 25	Chris Hines
44 4 12	Yuonne Weaver
87 0 16	Jacqulyn Wood
24 8 25	Antoinette Vega
20 9 7	Martha Hughes
32 2 12	Howard Young
11 10 1	Wilmer Aaron
88 9 27	Nicolette Wagner
39 4 0	Hugh Mitchell
55 11 0	Josphine Nelson
25 8 23	Niki Hunt
71 3 4	Andrew Lopez
30 4 6	Wanda Meyer
52 11 6	Salvador Webb
80 8 17	Devin Ross
60 3 25	Zachary Cook
63 9 13	Joanne Alexander
52 2 29	Rosie Townsend
24 3 23	Melita Edwards
63 8 7	Kasie Baker
14 7 1	Randee Fleming
14 2 1	Joe Horan
72 0 2	Lillian Holt
56 8 23	Pamela Sterling
25 8 27	Clark Long
12 9 12	Jackie Sherman
74 6 10	Aaron Pibbles
33 7 13	Kathy Barlow
45 6 28	Jane Hunt
8 7 27	Andrea Hughes
80 3 8	Anna Carvalho
65 2 1	Eliana Perez
27 11 5	Grace Morris
29 0 17	Elijah Williams
25 5 27	Pamala Torres
